id,best_players,min_players,max_playtime,weight
319290,2.0,2,60,2
29078,2.0,2,45,2.2759
159375,4.0,1,45,1.375
128114,4.0,1,45,2.04
25972,2.0,2,360,2.48
129858,3.0,2,60,2.7143
303648,4.0,2,30,1.3333
301242,5.0,2,30,1.2
17925,5.0,2,30,1.3333
329607,1.0,1,45,2
5332,2.0,2,45,1.5909
7064,2.0,2,30,2.1
964,3.0,2,30,1.1
310636,4.0,2,60,2.25
271268,4.0,2,480,2.375
278971,2.0,2,15,1
223952,4.0,3,30,1.5
5480,2.0,2,1200,3.4091
146197,4.0,3,90,2.5
261246,2.0,1,30,1.6
5278,2.0,2,120,2.3333
165022,4.0,3,90,3.125
65565,2.0,2,20,1
218519,2.0,2,30,1.75
327913,3.0,1,60,0
194986,1.0,1,90,3.1
167604,4.0,4,10,1
38062,12.0,5,45,1.2727
2399,2.0,2,30,1.4697
138728,5.0,2,120,2.5
126026,1.0,1,60,2.6667
131017,,2,240,2.75
1312,6.0,2,45,1.6957
5992,2.0,2,240,2.6552
201446,3.0,2,60,2.6
17274,2.0,2,10,1.2564
1572,2.0,2,30,1.6429
5178,3.0,2,20,1.2632
209567,4.0,2,40,2
7501,2.0,2,240,3.2667
278304,6.0,3,180,3.8333
244817,3.0,1,15,1
183949,2.0,1,30,1.2222
178515,1.0,1,45,2.4
340040,3.0,2,45,1.5
188614,4.0,3,25,1.1111
4331,2.0,2,10,1.871
17537,2.0,1,240,3.5385
167283,4.0,2,30,2.3333
170437,4.0,2,40,1.7368
3246,2.0,2,120,2.8125
161820,2.0,2,240,3.5
298166,6.0,2,5,1.125
192315,4.0,2,120,3.5
5940,3.0,2,90,3.1667
267397,4.0,2,90,2.625
173648,5.0,3,60,2.4444
5702,2.0,2,120,2.7333
262310,2.0,1,60,2
238700,3.0,2,30,1.6667
5831,2.0,2,360,3.2105
277410,3.0,2,20,1.6
10581,2.0,2,480,4.0526
4358,2.0,2,1080,3.4096
129395,3.0,2,15,1.3182
156945,2.0,2,45,2.1
22938,4.0,2,45,2.1644
262198,6.0,2,120,3.1667
94915,5.0,3,120,1.7619
172033,2.0,2,20,1.8889
17995,5.0,2,30,1.4
4421,4.0,2,60,2.7333
239808,6.0,2,45,2
154677,5.0,4,60,2.2857
73472,4.0,2,90,2.1333
245950,5.0,2,20,1.3333
149286,2.0,2,0,3.0833
319754,4.0,2,20,1
247984,2.0,2,30,2
165719,4.0,1,90,2.6
104736,5.0,3,30,1.5
169986,3.0,1,60,2.5
4959,2.0,2,180,2.5
195518,6.0,3,60,1.8333
310880,2.0,2,240,2.375
13920,2.0,2,120,2.3846
265575,4.0,2,90,2.5455
164259,2.0,2,60,2.8571
5548,6.0,3,60,3.2
290380,6.0,6,120,3.125
31075,4.0,2,90,2.8448
332782,1.0,1,60,1
245704,4.0,2,30,1.5
27609,2.0,2,30,1.375
205544,4.0,1,60,2.8
259970,1.0,1,0,3
275800,4.0,2,60,2.8
31410,4.0,2,60,2.0588
323317,1.0,1,20,2
140236,2.0,1,10,2.1429
184559,2.0,2,240,4.2
191057,5.0,3,20,1.1786
5607,2.0,2,120,2.3333
3015,2.0,2,60,2.2857
5516,4.0,2,180,2.8333
14701,2.0,2,180,2.8571
258140,2.0,2,30,1.5
245206,2.0,2,0,1
281945,2.0,2,60,3.5
217974,6.0,4,30,2.3333
133940,2.0,1,240,2.6667
238360,3.0,2,30,1
21463,4.0,2,30,1.7059
286158,4.0,2,90,3.25
174556,2.0,2,180,2.3333
180471,4.0,2,45,1.1429
325382,5.0,2,10,1.2222
42688,4.0,3,40,1.7333
298512,2.0,2,60,3
130997,2.0,2,120,3.8
196392,5.0,2,30,1.25
2936,4.0,2,30,1.413
258376,4.0,1,60,2
1373,2.0,2,240,2.3333
93540,5.0,3,108,2.5294
165984,3.0,2,30,1.3333
104555,2.0,2,15,1.2917
9865,2.0,2,90,2.625
285193,2.0,2,120,2.8
67123,2.0,1,60,1.5172
9673,2.0,2,30,3.5
207883,5.0,2,30,1.25
155633,4.0,1,45,1.9091
154526,1.0,1,25,3
322697,2.0,2,15,1.6
303621,4.0,2,20,1
172006,3.0,2,150,3.25
2538,5.0,1,240,3.2963
104340,5.0,1,40,1.8235
861,2.0,2,30,1.2708
312463,5.0,3,15,1.25
6197,2.0,2,120,3.6154
261984,2.0,1,15,1
304333,2.0,2,30,2.1667
54201,1.0,1,25,1.875
154,2.0,2,360,3.75
86458,2.0,2,45,2.5
281385,2.0,2,120,3
159405,3.0,1,60,2.4286
251213,4.0,1,60,2.6667
4961,2.0,1,45,2.1471
66088,4.0,2,25,1.3846
67878,1.0,1,60,2.6
9177,2.0,2,60,1.9091
154098,2.0,2,200,2.5
126274,4.0,2,120,3.2
4323,5.0,3,90,2.5926
195180,5.0,3,45,2.3333
301317,5.0,3,40,2.5833
19902,2.0,2,180,2.5
184117,3.0,2,30,1.5
223201,5.0,3,25,1.5714
202884,2.0,2,45,2.5
164775,7.0,2,30,1.375
240902,2.0,2,240,2.2857
261,4.0,2,30,1.3846
22843,4.0,2,480,4.7857
2300,1.0,2,360,2.9
99081,4.0,2,20,1.0385
334049,2.0,2,30,2
72460,2.0,2,240,2.5
207899,1.0,1,0,1.6
248702,3.0,2,90,1
108429,7.0,3,150,3.6429
210660,3.0,2,45,2.25
506,4.0,3,30,1.3455
281676,4.0,1,180,3.8
2388,2.0,2,90,2.3103
268846,4.0,2,60,2.8
9300,4.0,2,30,1.25
244814,4.0,2,60,2.25
218028,3.0,2,40,1.4
234860,2.0,2,15,1.6667
110643,2.0,2,720,3.4286
135577,2.0,2,960,2.75
217338,4.0,2,20,1.3333
286559,4.0,2,90,1
1881,5.0,3,60,1.9512
7420,2.0,2,120,3.3529
293579,2.0,1,30,1.5714
191374,2.0,2,20,1.25
165694,10.0,2,0,4.5417
215155,1.0,1,60,2.5
341358,2.0,2,0,1.6
38402,5.0,3,45,2.1212
328124,4.0,1,60,2.5714
43196,2.0,1,600,2.8571
45319,4.0,2,60,2.7692
162677,3.0,2,240,3.3333
7255,2.0,2,90,2.8889
251349,4.0,2,45,1.6
143657,4.0,2,150,3
245224,4.0,1,180,2.875
1375,2.0,2,240,2.6
38707,5.0,3,90,3.6111
6916,2.0,2,120,2.1579
250539,6.0,3,20,1.1429
825,2.0,2,20,1.3448
67426,2.0,2,90,2.4444
287821,6.0,4,45,1
3269,5.0,3,45,1.5593
288798,2.0,2,90,3
333373,2.0,2,20,1.1667
178166,3.0,1,45,2.1667
320960,2.0,1,45,1.6
300727,2.0,1,20,2
8757,2.0,2,240,3.2308
276205,4.0,1,120,2.75
193584,3.0,2,45,2.3333
220368,3.0,1,30,1.7
7771,6.0,2,90,2.2308
77361,12.0,6,20,1
137140,4.0,2,60,1.5789
177619,2.0,2,60,3
28574,4.0,2,240,2
9640,2.0,1,240,3.3
203885,3.0,1,25,1.1
274563,4.0,1,45,2
1237,8.0,2,60,2
135270,3.0,1,15,2.8333
255392,4.0,2,90,2
189160,4.0,2,15,1.2
162367,5.0,3,30,1.1111
111119,1.0,1,10,1.8
10445,2.0,2,30,1.9474
287258,6.0,4,120,2.6
189925,4.0,1,45,1.7857
179627,4.0,2,40,1.6
12253,2.0,2,120,3.5714
222502,1.0,1,90,2.8333
255013,2.0,2,30,1.6667
143416,2.0,2,25,1.9
125936,1.0,1,40,2.2667
310641,2.0,1,40,3
301011,4.0,3,30,1
2857,5.0,2,20,1.2632
585,2.0,2,20,2.1818
240926,3.0,2,30,1.6667
6121,2.0,2,45,2.5
1780,4.0,2,240,2.5385
157449,2.0,2,140,2.3
290378,1.0,1,90,3.1
149746,2.0,2,20,2.7222
128252,2.0,2,0,2
1772,2.0,2,180,2.2
131616,2.0,2,25,1.6
15435,2.0,2,180,2.6818
260264,2.0,2,60,2.6667
2903,2.0,2,60,2.4902
18481,3.0,2,15,1.4688
359878,3.0,3,20,1.6667
347117,3.0,2,20,2
158535,2.0,2,60,3.1429
8843,2.0,2,240,3.2917
300036,3.0,1,480,4.5
162383,2.0,2,240,3
283795,3.0,2,0,1.5
222424,4.0,2,60,1.4
4668,4.0,2,60,1.4737
4510,,2,360,3.7273
192288,1.0,1,90,2.25
256643,4.0,2,120,2.3333
231573,1.0,1,30,2.3333
6644,4.0,2,30,1.38
161762,2.0,2,15,1.5
144290,2.0,2,60,2.6875
293112,2.0,1,90,1.875
5333,2.0,2,360,3.5652
343,5.0,3,30,1.25
37982,3.0,2,30,1.4667
241829,4.0,1,120,2.5556
274429,2.0,2,45,2
341164,3.0,2,15,1
203716,4.0,2,15,1
193912,5.0,3,80,2
206463,3.0,2,60,2.5
30795,2.0,2,120,3.125
216357,6.0,2,20,1.4545
265960,2.0,2,0,0
470,5.0,3,240,3.5312
320084,2.0,2,600,4.1429
194028,4.0,2,15,1.3333
153870,4.0,3,90,2.9091
130242,3.0,3,15,1.2
302914,4.0,1,45,1.9091
168549,4.0,2,20,1.4
185276,2.0,2,20,1.3846
118025,4.0,2,45,1.8889
238676,2.0,1,120,2.4167
270871,3.0,1,120,2.6
4978,2.0,2,240,2.9333
177513,2.0,2,60,2.3333
172563,2.0,2,30,2.3077
133671,2.0,2,45,2.5
7177,2.0,2,360,2.5238
188124,2.0,2,600,4.1818
15911,2.0,2,15,1.7778
9792,7.0,4,30,2.1579
4436,2.0,2,360,4.25
277469,1.0,1,45,2.2
192829,2.0,2,25,1.8889
173291,6.0,3,30,1
215066,5.0,3,45,2.5
60316,4.0,2,30,1.12
6282,4.0,2,60,2.4167
55756,5.0,2,30,1.1429
182510,3.0,1,90,2
22863,7.0,4,30,1.1333
206591,2.0,1,120,1.5
81542,5.0,2,90,1.8667
179804,3.0,2,720,4
153002,3.0,2,20,1
7204,4.0,2,30,1.5926
168512,4.0,3,180,3.2222
310198,3.0,2,30,2
7382,2.0,2,240,3.0667
238012,2.0,2,180,3
238277,2.0,2,45,2
303676,4.0,2,15,1.1429
316494,2.0,2,0,4
1555,3.0,2,30,1.1212
271002,5.0,2,55,2.3333
165586,5.0,3,45,1.7333
311920,15.0,3,60,2.6667
272215,3.0,2,90,1.4545
73543,7.0,4,30,1.2308
239877,4.0,2,40,2
21769,2.0,2,1200,3.7273
187808,2.0,2,180,2.75
285992,2.0,2,0,1
169436,4.0,1,15,1
211996,4.0,2,40,1
98739,4.0,2,60,2.2105
3887,4.0,2,180,1.9474
70097,4.0,2,30,2.3333
41372,6.0,1,30,1.3846
2758,2.0,2,45,2.6667
6046,2.0,2,180,2.7083
314170,2.0,1,420,4.0714
316928,4.0,2,120,3.75
177062,2.0,1,45,1.8
169675,4.0,3,40,1
354254,6.0,3,120,1.8462
341919,3.0,1,15,1
166276,2.0,2,60,2.5
299544,4.0,1,50,1.5
59161,6.0,3,40,1.3571
269766,2.0,2,30,1.75
53840,2.0,1,30,2.0769
22924,2.0,1,45,1.8485
8350,2.0,1,120,2.2632
5241,2.0,2,120,2.7812
251228,2.0,1,360,2.3333
329002,5.0,2,50,1.5
223096,4.0,2,60,2.5
325681,2.0,1,60,1
223767,2.0,1,90,2.8333
314,5.0,3,90,2.0526
209282,6.0,3,30,1.25
25768,8.0,5,240,3
155315,2.0,2,120,2.3
204143,2.0,2,60,2.2857
1271,3.0,3,30,1.8
9663,,2,600,2.4615
181377,2.0,1,90,2
5697,4.0,2,10,1.0617
227502,6.0,1,180,2.75
234105,4.0,2,20,1
240094,4.0,2,15,1
1890,2.0,2,45,2.7273
177210,1.0,1,30,2
142333,3.0,2,30,1.4
181031,2.0,1,45,1.5
319680,2.0,2,15,1.5714
5834,2.0,2,360,3.125
25423,4.0,2,30,1.25
164589,4.0,2,15,1.2143
220499,3.0,2,60,1
298164,6.0,2,5,1
20772,5.0,2,120,2.5714
235360,8.0,1,45,1.2
272666,4.0,3,45,1.75
282775,4.0,1,180,3.125
286790,1.0,1,60,2.5
181267,2.0,2,60,2.5714
1324,3.0,2,45,1.3214
306257,4.0,2,240,3.5
255029,2.0,2,30,1.5714
4953,4.0,2,90,1.3276
4915,2.0,2,180,2.8889
171234,4.0,1,90,2
6937,5.0,2,360,3.8571
328289,2.0,1,20,1.25
2060,4.0,2,60,1.55
265947,2.0,1,0,3
305462,4.0,1,90,3.3333
228142,4.0,2,20,1.1667
1738,6.0,4,90,2.5
276654,3.0,1,40,2.4
12135,1.0,2,120,2.2857
270677,3.0,1,15,1
352026,2.0,2,0,3
204592,3.0,2,25,1.0909
277017,2.0,2,20,1
174231,2.0,2,120,2.6
296644,2.0,1,120,2.875
4746,1.0,1,20,1.7027
154499,4.0,3,60,1.9286
126789,5.0,2,90,2.4167
130729,6.0,2,45,1.5714
13182,2.0,2,6000,4.5385
230860,3.0,1,120,2.25
247778,1.0,1,20,2
148639,2.0,2,45,2.3
295478,3.0,1,40,1.4
68931,3.0,2,40,1.2857
835,6.0,3,120,2.625
19056,4.0,3,60,2
257700,4.0,3,90,2.3333
244153,1.0,1,150,1.5
177976,2.0,2,15,1
34905,,4,30,1.1111
174243,1.0,1,30,1.8571
41624,2.0,2,360,3.1111
305221,2.0,2,45,1.75
24321,2.0,2,60,2.7273
316620,2.0,2,0,2.5556
183212,3.0,2,150,3.3333
1919,2.0,2,180,2.5179
156101,3.0,2,90,3
12736,2.0,2,840,3
21703,2.0,2,30,2.1
20731,2.0,2,60,3
26859,6.0,2,45,1.4074
98529,4.0,2,15,1.0909
202494,4.0,1,30,2.5
153510,6.0,1,30,2.4286
3403,6.0,1,180,2.375
293474,1.0,1,90,2.6667
286154,4.0,1,60,2.2
160234,2.0,2,60,2.1429
273909,2.0,1,60,3
100089,1.0,1,30,1.8462
2342,4.0,3,90,1.9048
194577,2.0,2,30,1.8
2265,4.0,2,30,2.1
229496,1.0,1,45,1.75
32995,3.0,2,60,3.0833
319807,3.0,1,180,3.7778
123604,2.0,2,40,1.8889
186990,1.0,1,180,1.75
247188,4.0,2,30,1
169658,3.0,2,90,3.2
87632,1.0,1,15,1.1429
15173,4.0,2,45,1.9091
10022,6.0,4,180,3.7692
143487,,2,180,2.5
352201,2.0,2,60,2
180211,4.0,2,75,2.6667
316085,1.0,1,10,1.5
36623,2.0,2,30,3.0667
301032,2.0,2,30,2
306577,2.0,1,60,2.2
180785,5.0,3,35,1.25
220341,1.0,1,240,2.4
257378,4.0,2,90,3
321506,4.0,2,30,1.375
347218,2.0,2,20,2
148144,4.0,3,90,3
299105,2.0,2,1000,3
4918,2.0,2,120,2.381
184648,2.0,1,120,2.75
82948,3.0,2,30,1.25
20821,3.0,2,45,2.5385
101644,2.0,2,90,3.5556
416,4.0,2,30,1.5
276923,2.0,2,30,2
286215,3.0,3,30,1.75
311330,4.0,2,20,1
142451,4.0,2,120,3.1957
7310,4.0,3,180,2.5882
5958,2.0,2,180,3.8
343282,5.0,2,0,1
88079,2.0,2,60,2.2
2174,4.0,3,30,2.2143
2078,2.0,2,360,4.2286
350793,2.0,2,120,2
255635,2.0,2,10,1
258,4.0,2,30,1.389
16196,3.0,2,30,1.8462
264858,4.0,1,90,2.5556
218007,2.0,2,0,3.75
164446,2.0,2,50,3.5
18103,4.0,2,20,1.875
253149,4.0,2,60,2
35188,8.0,2,40,2.2222
188825,2.0,1,60,3
39710,2.0,2,20,1.6667
75674,2.0,1,240,2.6
225981,2.0,2,10,1
225000,3.0,2,15,1.3333
161966,4.0,2,45,2.25
1294,5.0,2,45,1.6548
35910,4.0,2,60,2.4444
42783,2.0,2,240,2.0909
249336,2.0,1,45,2
59960,5.0,3,90,2.6087
294237,1.0,2,30,2
145928,3.0,2,30,1.6667
193981,4.0,3,150,3.8571
18652,2.0,2,30,2
57349,3.0,2,20,1.0714
92759,6.0,1,240,3
29386,2.0,1,120,2.5
23977,2.0,2,60,3.6364
233018,2.0,1,480,3
171708,2.0,1,120,2.3333
3771,2.0,2,30,2
243636,4.0,3,60,3
205249,4.0,2,15,1.3333
243752,3.0,2,20,1.1667
330602,4.0,2,20,1
199766,6.0,2,45,1
2173,4.0,2,45,2.9355
104655,4.0,2,20,1.4706
17705,8.0,3,30,1.1111
14559,,1,240,3.6364
221805,6.0,3,120,2.5556
94732,2.0,2,10,1.4815
240906,2.0,2,0,3.2857
134964,2.0,2,90,2.5
234292,2.0,2,20,1.25
414,4.0,2,60,1.64
1618,3.0,2,60,2
148007,1.0,1,60,2.1429
13981,4.0,2,120,2.04
330973,2.0,1,40,2
129029,2.0,2,20,2.05
15153,2.0,2,120,2.7273
87141,4.0,2,50,2.2
180938,2.0,2,20,1.6667
286804,2.0,2,240,2.2857
13542,3.0,2,75,2.6364
36598,2.0,2,90,3.0833
323206,4.0,3,45,1.75
1543,6.0,2,60,2.6667
75418,,2,180,3
329551,4.0,2,120,2.7778
290982,4.0,1,40,1.5
3507,3.0,2,15,1.0385
2262,6.0,2,240,3.3846
158916,3.0,2,10,2.1818
294594,2.0,2,5000,4.5556
145344,8.0,2,30,2.1667
223360,2.0,2,15,1.2222
44558,4.0,2,15,1
215058,4.0,2,90,2.6
327371,4.0,2,30,2
6559,2.0,1,360,2.7826
3057,3.0,2,20,1.7895
108737,5.0,2,90,2.5455
2521,2.0,2,20,1.6957
2216,6.0,2,45,1.48
121015,2.0,2,30,1.2
312259,1.0,1,45,2.6667
3152,2.0,2,10,1.6471
257669,5.0,3,30,1.4
50719,4.0,3,90,2.0909
1319,4.0,2,30,1.5625
324894,5.0,2,90,2.6667
335467,4.0,2,30,1
2229,4.0,2,20,1.6667
9616,2.0,2,60,2.2
209423,4.0,2,90,3
174990,5.0,2,90,2.7778
5183,2.0,1,360,3.3333
23658,4.0,2,15,1.2727
16144,4.0,3,20,1.2639
5143,4.0,1,120,2
8815,5.0,2,60,1.4
135812,1.0,1,20,1.25
83919,4.0,2,35,1.4286
10168,2.0,2,360,3.0833
26315,2.0,2,30,1.2222
1891,2.0,2,30,2
290468,4.0,2,60,1.5
642,4.0,3,20,1.3684
249888,2.0,2,45,2.8
16466,2.0,2,0,3.2857
6548,5.0,2,30,2
46530,5.0,2,5,2
7950,2.0,2,90,3.3
285203,4.0,1,20,1.5
32048,4.0,2,10,1
1250,6.0,2,120,2.2667
96061,2.0,2,120,3
2248,2.0,2,30,1.7895
200886,4.0,2,90,2.75
340455,2.0,2,60,2.3
162580,5.0,2,45,2.1905
246812,2.0,2,15,1
324670,1.0,1,720,2.75
132456,4.0,3,300,4
22666,6.0,3,120,2.625
254632,4.0,2,150,3
5264,2.0,2,360,2.8125
60228,2.0,2,180,2.5
252883,4.0,2,60,2.6667
102631,6.0,3,20,1.2727
38195,4.0,2,40,1.9583
150831,2.0,2,120,2.8333
4659,6.0,3,20,1.1316
1860,2.0,2,30,2.3846
959,1.0,1,60,3.3158
254532,1.0,1,30,1.8
147919,2.0,2,120,2.4444
134009,,2,30,3
288284,3.0,1,15,1
230266,1.0,1,20,1
236216,4.0,2,140,3.2857
3517,4.0,2,30,1.1538
340789,2.0,1,30,1.8
254639,4.0,2,40,2
193105,1.0,1,30,2
31822,5.0,3,30,1.5
7090,2.0,2,120,3.6
269970,4.0,1,45,1.6667
197588,4.0,2,60,2.25
37912,2.0,1,1440,4.2857
10248,2.0,2,180,3.625
140986,4.0,3,60,2.9167
102159,2.0,2,60,2.1333
229527,4.0,1,45,2.5
20269,2.0,2,15,2.8333
179322,2.0,1,45,2.6667
20907,2.0,2,60,2.6957
161813,6.0,2,90,3.5455
13218,2.0,2,60,3.2308
12627,6.0,3,60,1.7121
7164,2.0,2,45,2.5
28567,5.0,2,5,1.0588
72848,8.0,4,45,1.375
181331,2.0,2,15,1
23615,2.0,2,180,2.5238
10186,3.0,2,300,2.85
273636,5.0,3,150,4
240901,2.0,2,0,4.2308
257834,4.0,2,30,1.4
801,2.0,2,120,2.8182
6914,2.0,2,120,2.3333
18579,2.0,2,45,2
341963,2.0,1,20,1.3333
177843,4.0,2,15,1.0909
19653,3.0,1,90,2.25
151645,4.0,3,30,2
2562,6.0,3,120,2.6429
13359,6.0,1,20,1.5
186974,1.0,1,0,1.75
300509,2.0,2,60,1.8
277930,2.0,2,90,2.1818
123408,2.0,1,30,3.6667
246693,6.0,3,2,1
202265,4.0,3,60,3.3333
3078,2.0,2,20,2.5556
135019,6.0,3,60,1.5
258665,4.0,2,15,1.3333
162480,4.0,2,60,3.2222
177099,5.0,3,45,1
8717,,2,360,3.2
8679,3.0,2,360,4.0769
355483,5.0,2,30,1.6667
171721,1.0,1,30,1.4
218503,2.0,2,30,2
208340,4.0,2,240,0
40949,6.0,3,30,1.3333
276281,3.0,2,60,2.6667
189351,4.0,1,120,3.4375
288317,2.0,2,500,3.5
216014,5.0,4,60,1.3333
193818,2.0,2,120,3
5641,4.0,3,60,1.7857
9297,3.0,2,40,1.4634
268276,2.0,2,45,2.5
304987,4.0,2,25,1
69318,3.0,2,45,1.64
68186,1.0,1,15,1.4138
17125,5.0,3,90,3.0455
341512,1.0,1,1000,2.4
144955,1.0,1,30,2.8
32226,3.0,2,45,1.7949
158492,4.0,2,0,3.1667
300298,2.0,2,30,1
255042,4.0,2,90,2.6
538,6.0,3,60,2.5333
65582,4.0,2,20,1.3333
164627,3.0,2,60,2.1667
244267,4.0,2,30,2
165046,4.0,2,45,2.6
10467,2.0,2,90,3.0833
72808,4.0,2,45,2.2308
75890,2.0,1,90,2.2222
17450,3.0,2,90,2.5
166858,4.0,3,60,2.5
337269,4.0,2,40,2
29375,1.0,1,240,3
251685,2.0,1,900,3.1429
38462,2.0,2,15,2.6
284751,2.0,2,90,2.1818
12325,5.0,2,45,1.1053
352515,4.0,2,15,1
23657,3.0,2,20,1.1
7955,2.0,2,180,2.6111
342894,2.0,1,90,2.5556
1335,4.0,3,45,1.925
124044,2.0,2,30,2.2353
4052,2.0,2,45,1.9756
288335,2.0,1,135,2.2222
347883,3.0,2,0,2
265569,3.0,3,20,1
91425,4.0,2,20,1.1111
234167,4.0,1,90,2
162391,4.0,2,40,2.1667
220672,8.0,2,15,1
35812,5.0,2,15,1.25
225449,2.0,2,30,1.5
38918,2.0,2,20,1.7222
5736,2.0,2,20,2.08
231045,2.0,2,20,1
618,2.0,2,40,1.9444
2236,2.0,2,180,4.2727
191065,4.0,2,25,1.6667
288424,4.0,2,0,1.25
212807,2.0,1,60,2
21829,4.0,2,60,2.2692
67972,5.0,3,90,2.5882
6240,2.0,2,240,2.9048
239,2.0,2,90,2.1333
112118,3.0,3,20,2.3333
198,3.0,2,30,1.5714
171620,4.0,3,20,1.125
169513,4.0,2,30,1.8333
43393,3.0,2,10,1.1818
109296,3.0,3,30,1.75
73312,2.0,2,15,1.7778
29860,2.0,1,1200,3.875
237745,1.0,1,120,2
239930,2.0,2,90,2.25
2200,4.0,3,90,2.5455
297569,2.0,1,30,1.1429
271759,3.0,2,0,1.4
434,2.0,2,30,1.7059
161923,4.0,2,60,2.3636
4357,2.0,1,240,3.3529
125022,2.0,2,20,1.8182
15047,5.0,2,90,1.9118
214910,2.0,2,20,2
2105,6.0,2,60,1.75
171489,2.0,2,20,1.4286
174517,4.0,3,45,1.8333
230528,2.0,1,90,2.5
299106,4.0,1,180,3.2727
124991,6.0,1,45,2.4167
85567,2.0,2,30,1.2
1635,2.0,2,90,3
3275,2.0,2,480,3
171542,4.0,2,30,1.75
8690,6.0,4,45,1.1818
319402,4.0,2,0,1.6667
193248,4.0,2,120,2.7143
18724,2.0,2,180,2.1429
9650,6.0,1,360,4.7857
342444,4.0,1,0,3.5
68876,2.0,1,60,1.8947
121429,2.0,2,60,2.4545
57201,2.0,2,20,1.6667
24264,2.0,2,50,1.8
237229,6.0,3,90,2
178361,4.0,3,30,1
171124,1.0,1,45,2.6667
188908,4.0,2,60,2.2
5700,2.0,2,240,3.36
353543,2.0,2,30,1.75
19505,3.0,2,60,1
43801,2.0,1,240,2.4286
374,4.0,2,60,2.4706
2629,4.0,1,30,1.3243
193193,4.0,2,45,1.75
25037,2.0,2,180,2.9091
268183,2.0,2,360,3.75
203584,4.0,2,45,2
200672,2.0,2,30,2
12501,2.0,2,600,3.1429
11695,2.0,2,120,2
3581,2.0,2,180,3.7
170431,4.0,2,45,1.6
40800,6.0,4,15,1.1667
65516,3.0,1,30,2
297666,2.0,2,15,1
6021,2.0,2,300,2.8667
6039,2.0,1,240,2.5882
31623,2.0,2,180,3.0952
270350,5.0,3,30,1.8
190266,1.0,1,60,1.5
42057,2.0,2,30,1.5294
21277,7.0,3,60,1.8571
24764,4.0,2,90,2.0968
206686,2.0,2,45,2.5
27608,6.0,3,30,1
176960,4.0,2,20,1.4
255272,2.0,2,10,1.5
1081,2.0,2,60,1.3333
360692,1.0,1,100,3.3529
124706,4.0,2,30,1.7143
7590,2.0,1,60,2.5294
142551,2.0,2,30,3
285171,5.0,2,30,2
195275,2.0,1,120,2.5
16792,2.0,2,120,2.7143
3000,2.0,2,120,3.2727
297892,4.0,2,20,1.3333
176193,4.0,2,30,1.1667
24698,2.0,2,40,2.4444
319095,2.0,2,40,2
196348,2.0,1,90,2.75
106978,2.0,2,240,2.8333
231125,1.0,1,20,2.3333
158445,4.0,2,45,1.7778
191067,5.0,3,30,1
116981,2.0,2,15,1.1579
101206,2.0,2,180,2.3636
269623,3.0,1,15,1
8317,2.0,2,120,2.6
2444,4.0,2,45,1.4286
237088,2.0,2,30,2.5
34238,5.0,3,60,2.7692
7750,,2,360,3.1111
172484,2.0,2,80,3.3
6946,1.0,1,120,2.5385
258070,2.0,2,40,1.75
5503,1.0,1,45,2.1852
141825,4.0,2,40,1.8333
160125,5.0,2,20,1.5385
281206,6.0,2,40,1.25
90050,4.0,2,15,1.125
3084,4.0,2,90,1.3902
160814,6.0,2,15,1.4615
124838,2.0,2,180,2.6923
5045,2.0,2,180,3.5833
195515,1.0,1,45,1.7273
180644,4.0,3,90,2.7143
166640,3.0,2,120,3.3333
183626,7.0,2,35,1.8333
314971,2.0,1,30,1.8333
209863,3.0,1,600,3
4234,2.0,2,120,2.6
23375,2.0,2,90,2.4444
232822,2.0,2,0,2
180650,4.0,2,20,2
5038,2.0,2,180,2.8667
298370,3.0,1,90,2.5
7240,4.0,1,60,2.5536
188021,4.0,2,30,1.4
220878,4.0,2,60,2.3333
26474,2.0,2,150,3.2222
156458,2.0,2,45,2.3333
4235,2.0,2,300,3.1786
68816,2.0,2,400,3.0667
30505,7.0,4,30,1
203381,2.0,2,0,2
158861,2.0,2,60,3.75
351540,4.0,2,4,1
3618,5.0,2,180,3.2917
313834,4.0,4,0,2
167404,4.0,2,120,2.6667
118215,2.0,2,15,1
6841,4.0,2,30,1.68
330950,3.0,1,60,3
187347,4.0,3,120,2.6667
19048,4.0,2,45,1.9394
7639,2.0,2,240,4.3
2602,1.0,1,45,2.2
319223,2.0,1,240,3
72131,4.0,2,75,2.5484
306169,8.0,2,20,1.6667
209809,2.0,2,90,4.3333
285208,5.0,2,40,2
2698,3.0,3,45,2.25
174991,4.0,2,60,1.5
2335,4.0,2,60,2.05
324320,3.0,2,30,2
228425,3.0,2,45,2
1352,4.0,3,60,2.7778
244076,4.0,1,90,3.25
229235,4.0,2,40,2
236178,6.0,1,20,1.3333
176678,4.0,1,25,2.2
181694,6.0,2,25,1
202513,3.0,2,30,1.1429
251722,2.0,2,15,2.6
2343,3.0,2,45,1.4
9077,2.0,1,150,2.7368
865,4.0,2,90,1.4138
109635,2.0,2,480,3
159877,2.0,2,40,2.7273
28289,2.0,2,240,3.8333
299573,4.0,2,0,1
211641,2.0,2,90,2.25
122435,5.0,2,150,2.5556
325477,2.0,1,30,1.3333
39189,2.0,1,240,2.9167
194976,2.0,2,45,2.6667
225909,2.0,2,240,3.25
224119,2.0,1,45,2.6429
39994,9.0,4,30,1
298352,5.0,3,60,2.0909
4222,,1,360,3.5
344105,3.0,1,120,3.5
147889,4.0,2,30,1.6923
