id,best_players,min_players,max_playtime,weight
1796,4.0,3,120,3.3214
344,4.0,3,60,2
159355,3.0,2,25,1.6667
31697,2.0,2,120,2.0556
224125,2.0,2,30,2.125
231450,4.0,2,60,2.5
193551,4.0,1,30,1.9474
324345,4.0,3,45,2
151835,2.0,2,15,1.15
207242,1.0,1,30,2.5556
177490,5.0,2,50,2.1176
307832,6.0,3,45,1.3846
884,4.0,3,120,2.6203
173486,6.0,3,120,2.875
284982,2.0,2,30,1.8571
317299,2.0,1,30,1.25
216234,2.0,2,20,1.2727
20195,2.0,2,20,1.6571
160567,7.0,4,30,1.8
286830,3.0,2,60,2.0588
217547,2.0,1,30,1.3571
220598,4.0,2,45,1.5
147999,3.0,2,20,1.85
16162,2.0,2,90,2.1215
218179,2.0,2,30,1.1538
90,2.0,2,20,1.4262
57141,1.0,1,120,3
192735,6.0,3,30,1.3043
5217,7.0,4,20,2.9333
38430,4.0,2,90,1.8182
345088,2.0,1,60,2.8
178209,4.0,2,30,1.3077
337690,2.0,1,150,1.7778
34169,4.0,2,40,1.7
8059,5.0,2,90,2.7476
344839,2.0,2,30,1.75
2316,2.0,2,30,1.3433
158392,6.0,4,60,1.25
668,3.0,3,30,2.0811
21022,9.0,4,45,1.3
307656,2.0,1,30,2.6364
1582,2.0,2,60,4
306300,2.0,2,40,2
31897,3.0,3,120,2.2903
332686,5.0,1,240,4.2857
13511,2.0,2,15,1.2857
1203,4.0,3,45,1.6957
39941,1.0,1,480,2.7273
4637,3.0,1,20,1.12
193693,2.0,2,30,2
697,4.0,3,90,1.913
279900,5.0,3,60,1.7778
1668,4.0,2,90,2.2321
4102,6.0,1,3600,4.8554
2872,2.0,2,20,2.5098
257321,4.0,3,90,2.5385
175495,6.0,2,30,1.5882
166202,5.0,2,40,1.6429
269456,1.0,1,180,2.5
30641,4.0,2,60,2.3542
170300,3.0,1,60,2.1053
54507,5.0,2,30,1.5333
90568,3.0,2,240,3.6
89668,4.0,1,45,1.44
246742,3.0,2,30,1
271524,2.0,1,180,2.25
133405,2.0,2,45,1.8889
228183,4.0,2,75,2.6
199047,4.0,1,45,1.8333
275802,3.0,1,120,3.1111
426,2.0,2,120,2.9149
43,4.0,2,90,2.4242
342207,3.0,1,60,1.2778
229315,2.0,3,60,3.3333
980,2.0,1,60,1.7692
25314,1.0,1,30,1.5172
1309,4.0,2,60,2.3276
20646,4.0,3,300,3.7778
3412,2.0,2,240,2.6667
148767,3.0,1,10,1.0588
326908,4.0,2,20,1.5
110870,4.0,2,45,1.88
235451,9.0,4,15,1.3333
161757,4.0,3,45,1.6
175088,4.0,2,20,1.2
206715,16.0,8,60,2.4
146579,4.0,2,45,1.8947
4255,2.0,2,180,3.5294
230358,4.0,1,20,1.5714
719,4.0,2,120,2.3542
160784,2.0,1,30,1.7941
2638,2.0,2,180,2.3191
246530,4.0,2,30,1.4
245214,7.0,3,60,2.125
331647,1.0,1,90,1
192858,1.0,1,250,2.625
210342,4.0,2,30,1
282493,2.0,1,45,2.4444
172560,3.0,2,30,1.8235
206844,3.0,1,20,1.2222
171278,2.0,2,1440,3.4667
3279,3.0,2,60,2.7273
32990,2.0,2,900,4.24
220508,2.0,2,960,4.2593
302270,4.0,2,20,1.5714
71593,4.0,2,60,2.2424
27117,2.0,2,15,1.2414
2168,3.0,2,300,3.0141
151446,4.0,2,30,1.8125
316,2.0,2,45,2.6579
4014,4.0,2,60,2.4595
185021,3.0,3,60,2.3846
210908,6.0,2,10,2
333372,3.0,1,90,2.625
177697,7.0,3,30,1.3333
358504,5.0,3,60,2.2857
322039,3.0,1,45,1.6
59936,4.0,2,120,2.8889
184919,3.0,2,35,2
4,3.0,2,60,2.6667
223602,2.0,2,60,2.2222
217531,4.0,2,60,2
259857,3.0,2,45,2.125
67593,4.0,3,60,2.12
11182,2.0,2,60,2.1053
3852,2.0,2,45,2.7955
41833,6.0,3,60,1.36
210663,2.0,1,50,2.1739
314589,3.0,1,45,2
129974,2.0,2,120,3.3
2063,4.0,2,90,2.1429
163377,5.0,1,15,1.5385
322014,5.0,2,45,2.3
220778,5.0,2,20,1
1412,4.0,2,20,1.0952
2678,1.0,1,90,2.6364
309917,3.0,1,150,2.25
248763,3.0,2,75,2.2857
194062,4.0,2,120,2.5833
236931,2.0,1,480,2.9048
122890,3.0,3,60,2.8462
174518,4.0,2,90,2.4
178212,3.0,2,80,2.3571
88253,2.0,2,90,2.75
297204,2.0,2,30,1.8
254017,3.0,2,45,2.25
103877,4.0,2,45,2.1154
216497,2.0,2,20,1.6667
36597,2.0,1,150,3.0769
335528,3.0,2,80,3
298701,2.0,1,60,1.5455
282007,2.0,1,90,2
159141,4.0,3,40,2.3333
254239,2.0,2,600,3.4286
345969,1.0,1,40,1.7059
379,4.0,2,60,1.6757
193213,5.0,3,25,2
2371,1.0,1,10,1.42
202942,2.0,1,3000,4.1667
235944,5.0,3,25,1.3333
169697,3.0,2,90,2.0714
191998,4.0,2,10,1.6667
181393,1.0,1,60,2.25
277672,4.0,1,120,2.8889
189869,2.0,2,40,1.3
147768,5.0,2,25,1.3036
137238,4.0,3,30,2.2414
271528,4.0,2,30,1.25
286657,4.0,2,20,1.8571
236304,3.0,2,30,2.1429
66613,3.0,2,60,2.2222
124545,1.0,2,30,2.8889
172362,3.0,2,30,2
41658,4.0,2,15,1.1034
127282,4.0,2,100,3.4615
222531,2.0,1,75,3.3846
197101,4.0,2,180,2.7333
306173,3.0,2,60,2.2727
266177,4.0,2,50,2.5
221369,2.0,2,45,2
280812,3.0,1,90,2.8
192656,4.0,2,30,1.3636
34639,1.0,1,60,2.3659
228553,2.0,2,30,1.75
144492,5.0,2,75,1.95
26459,2.0,2,210,4.1333
5243,4.0,4,60,2.6364
2076,2.0,2,360,4.3976
23779,6.0,2,60,2.0727
160044,2.0,2,120,4.0714
4610,2.0,2,45,1.7196
153639,2.0,2,45,2.3182
228570,1.0,1,30,1.1364
257706,3.0,1,45,1.9
25008,4.0,3,240,3.1892
158100,,2,10,1.125
247313,2.0,2,40,1.8182
172073,6.0,3,20,1.2273
4522,4.0,2,30,1.05
39383,2.0,1,60,2.4754
214204,4.0,2,15,1.0909
4388,2.0,2,60,1.7097
154892,4.0,2,10,1.087
176817,4.0,1,60,2.15
24396,5.0,3,120,2.4853
191073,7.0,3,30,1.1429
2891,3.0,2,120,2.697
280575,3.0,1,75,2.75
269418,2.0,1,90,1.8333
320446,3.0,1,180,3.88
147363,2.0,2,60,2
283289,4.0,1,30,1.25
112192,4.0,2,30,2
166988,3.0,1,30,2
232924,1.0,1,180,3.2353
2667,7.0,4,30,1.2
173460,1.0,1,20,1.7857
161108,2.0,2,60,2.5111
255456,1.0,1,180,2.4375
163399,2.0,2,60,3.5
6202,2.0,2,240,3.7541
82402,4.0,2,45,1.9744
19624,3.0,3,50,2.4038
152847,4.0,2,45,1.9375
16373,4.0,2,50,1.4659
3710,2.0,2,240,3.7907
163081,3.0,2,45,2.5366
450,2.0,2,30,3.2609
234578,4.0,2,60,2.25
3992,2.0,2,180,4.1818
274128,3.0,2,90,2.1111
234900,2.0,2,60,2.7273
255516,2.0,2,60,2
75333,4.0,1,90,3.0323
71668,4.0,2,120,3.5556
343844,2.0,1,15,2
308493,1.0,1,60,1.625
232045,4.0,2,20,1
216864,1.0,1,60,2.9
238090,4.0,2,45,2.8571
164354,4.0,3,15,1.8333
235982,4.0,2,75,2.5
161578,4.0,2,45,2.925
267661,2.0,1,600,2.9167
2114,4.0,2,20,1.037
62814,6.0,2,15,1
299266,2.0,2,60,2
4086,2.0,2,180,3.5641
299569,2.0,2,30,1.6667
42560,2.0,1,90,2.7273
255034,3.0,2,75,2.8
74,8.0,4,30,1.1578
90474,3.0,2,20,1.5172
246960,5.0,2,180,2.9412
210152,2.0,2,30,2
12898,2.0,1,480,3.8571
241334,4.0,1,45,2.75
294235,1.0,1,60,1.25
318098,2.0,2,60,2.4444
227995,1.0,1,120,3.0714
187289,3.0,3,30,1.2
35634,4.0,2,60,2.0312
62922,2.0,2,60,3.75
129615,4.0,2,45,2.1579
245389,6.0,3,45,1.5
48,4.0,2,90,2.4638
184704,3.0,2,90,2.875
127920,2.0,2,45,2.2963
18932,5.0,2,90,3.3364
5869,4.0,3,45,1.9775
283768,2.0,1,120,2.5
38429,4.0,1,45,1.7308
69136,2.0,1,120,4.0976
7263,5.0,2,60,1.2667
37589,5.0,3,60,1.8169
40935,4.0,2,30,1.0526
294275,1.0,1,30,2.5
19765,5.0,3,90,3.1
164031,4.0,3,90,1.8462
299946,1.0,1,20,1.9412
55763,2.0,2,60,2.0667
309728,4.0,1,75,2.5455
12071,1.0,1,180,2.7692
103368,2.0,2,15,2.4762
9342,4.0,2,100,2.6476
5985,,0,0,3.3182
16443,3.0,2,60,2.2115
820,2.0,2,15,2.9333
256438,3.0,3,40,1.2222
5614,2.0,1,240,4.0588
285554,1.0,1,25,1.6923
66437,4.0,2,30,1.5429
7251,,2,150,3.8679
148231,3.0,2,40,2.2069
280304,7.0,3,40,1
98762,2.0,2,45,1.8723
11159,2.0,2,45,2.2203
139147,2.0,1,150,3.8571
22485,4.0,2,60,2.5692
102897,2.0,2,30,1.6296
283871,2.0,2,30,2
38986,3.0,2,180,3.9545
276499,5.0,2,30,1.3333
33759,4.0,2,60,3.1429
18794,4.0,3,120,2.8667
90190,2.0,2,60,2.375
230591,4.0,2,45,1.7143
100169,1.0,1,45,2.1579
274432,2.0,2,40,1.5556
145599,4.0,1,75,2.7143
214989,4.0,1,75,2.0909
244333,4.0,2,20,1.8333
227212,2.0,2,90,2.5
279911,2.0,2,90,2
129293,6.0,2,30,1.4714
2379,6.0,4,10,1.1743
245994,1.0,1,30,2.1111
176980,2.0,1,60,2.3846
13403,2.0,2,180,3.375
176435,3.0,2,90,3.08
162315,2.0,2,30,1.375
296986,4.0,1,60,1.5556
133437,4.0,2,90,2.2558
183797,4.0,2,15,1.1538
292029,2.0,2,60,2
146035,3.0,3,10,1.1818
175755,4.0,2,20,1.4889
623,5.0,2,90,2.4545
342019,2.0,2,30,1.25
295574,2.0,2,35,3
5478,4.0,1,20,1.4872
313008,3.0,2,60,2.6364
256964,3.0,2,90,2.875
14403,2.0,2,120,3
145393,4.0,1,45,1.8333
191790,1.0,1,50,2.8182
256478,5.0,2,30,1
8069,4.0,2,30,1.8
95386,8.0,3,15,1.2
43691,1.0,1,20,1.2623
199881,4.0,1,90,2.6364
228766,1.0,1,15,1.8571
8325,2.0,2,120,3.3667
171544,3.0,2,60,2.3333
98443,4.0,1,90,2.6667
11733,4.0,2,30,1.5122
292363,4.0,2,50,1.5714
259830,4.0,1,25,1
951,2.0,2,150,1.5556
142557,4.0,1,15,1.0909
366,6.0,2,45,1.38
4884,2.0,2,240,3.2174
310953,2.0,2,30,2
143782,4.0,1,120,3.4
181290,2.0,2,30,2.1667
66125,6.0,3,60,1.8333
172207,4.0,2,30,1.1429
3003,2.0,2,160,2.4688
12282,2.0,2,240,3.2167
174298,2.0,2,1200,3.0714
153004,5.0,2,30,1.4
344338,2.0,1,45,2
28302,2.0,2,20,2.0833
145103,2.0,1,60,2.3846
63,4.0,2,180,2.6296
30216,2.0,2,600,3.625
153991,3.0,1,75,2.3333
93287,2.0,2,30,2.5
43526,2.0,2,180,3
217553,4.0,2,15,1
308,4.0,2,70,2.2143
171136,4.0,2,15,1.3333
322616,4.0,1,60,2.2
202207,5.0,2,20,1.6429
327793,1.0,1,30,3
2396,3.0,3,180,3.8621
36739,4.0,2,30,1.4211
39534,4.0,2,30,1.2727
26148,2.0,2,60,1.5714
174611,4.0,2,40,1.35
190232,2.0,2,480,3.4118
4454,2.0,1,120,2.55
2224,6.0,2,120,2.0476
5222,2.0,1,45,2.2619
198985,1.0,1,150,3.75
236484,5.0,3,20,1
201406,6.0,2,15,1.4615
34747,2.0,2,50,1.8846
275972,2.0,1,30,3.1538
352,4.0,2,45,1.45
41612,1.0,1,240,2.9767
10789,4.0,2,30,1.7727
265785,2.0,2,15,1.619
293309,4.0,1,25,1.4545
27298,5.0,2,45,1.75
15474,2.0,2,15,1.6111
1823,7.0,3,360,3.7619
30958,4.0,2,120,2.6957
18723,5.0,4,30,1.2941
145501,5.0,2,15,1.0526
27766,4.0,3,30,1.5484
103061,2.0,2,20,2.3
235362,2.0,2,60,2.125
212370,2.0,2,30,2
134524,2.0,2,60,2.3
4346,2.0,2,360,3.1
562,4.0,2,60,2.5128
158168,4.0,2,30,1.9375
260234,2.0,2,120,3
122943,4.0,2,30,1.5938
188325,2.0,2,180,2.75
198455,2.0,2,15,1.7143
46323,4.0,2,240,2.6444
515,8.0,3,60,1.76
5255,2.0,2,120,2.7895
225610,2.0,1,4560,3.8
13597,4.0,2,30,1.7429
313129,3.0,2,150,3.25
239826,4.0,2,20,1.1667
213503,4.0,2,40,1.875
5393,6.0,4,30,1.2083
48979,4.0,2,20,1.0923
27965,2.0,2,240,2.4194
258389,3.0,1,90,2.625
262498,1.0,1,20,1.8
84834,2.0,1,900,2.3478
30878,2.0,2,45,3.0278
107635,3.0,2,45,2.5312
52568,4.0,2,30,2.0667
11104,10.0,3,30,1.25
21436,3.0,2,150,3.619
181265,4.0,1,80,2.2857
254189,5.0,3,60,1.25
38873,4.0,2,20,1.8049
159910,4.0,2,30,2.0714
8935,2.0,2,30,1.8727
334065,2.0,1,45,2
257160,3.0,2,45,2.1852
153238,4.0,3,60,1.9545
161965,2.0,2,90,2.1429
35476,2.0,2,240,4.2121
153480,4.0,3,30,2.1667
234468,4.0,2,30,1.875
65313,2.0,2,60,2.3256
265260,2.0,2,60,2
113931,4.0,2,90,2.4545
8316,2.0,2,120,3.9091
221372,3.0,2,70,2
207230,2.0,2,1500,3.3
669,6.0,2,45,1.3867
76436,2.0,2,240,3.1429
194019,4.0,2,90,2.4
3563,2.0,2,90,2.8462
30024,3.0,2,45,2.0606
188018,4.0,2,15,1
319604,1.0,1,20,1.25
136587,3.0,2,30,1.3333
363622,2.0,1,120,2.7778
248075,5.0,2,30,1.4545
148531,5.0,3,20,1.6
8096,3.0,2,60,2.717
274363,3.0,2,60,2.5
158237,2.0,2,240,2.6
87,2.0,2,120,2.5962
230315,2.0,2,60,3.25
279497,1.0,1,45,3
199076,2.0,2,60,4.4
123844,4.0,2,90,2.7778
31621,5.0,2,90,2.3056
85800,4.0,2,45,1.5263
309408,4.0,1,60,2.25
329593,4.0,1,90,2.25
120265,2.0,2,180,2.7143
103814,6.0,1,10,1.1875
126000,4.0,2,45,2.1739
323614,2.0,2,30,1.6
459,6.0,3,45,1.5862
226089,4.0,3,80,2.6
20077,4.0,2,360,3.3878
350948,2.0,1,120,2.6
6191,2.0,2,20,1.5
85105,5.0,2,30,1.5185
118703,3.0,2,60,2.4762
201478,3.0,2,30,1.3333
219621,4.0,3,20,1.5
223996,3.0,2,90,1.9231
8887,2.0,2,720,3.3333
330403,3.0,2,40,2.375
11161,2.0,2,30,2.1064
189062,6.0,3,30,1
19187,3.0,2,60,2.0732
244820,2.0,1,120,3.1818
195226,2.0,2,90,2.9091
157912,3.0,2,45,2.3636
130911,3.0,2,90,2.3261
50381,8.0,4,30,1.1918
181404,4.0,2,90,2.6364
184287,6.0,2,45,1.8571
158915,3.0,2,15,2
280203,6.0,2,20,1.2222
171541,4.0,2,10,1.0833
324413,4.0,2,45,2.1429
241025,3.0,1,20,2
138026,2.0,2,30,2
223726,4.0,2,40,1.1667
331979,6.0,2,120,2.2
104805,2.0,2,15,1
218310,5.0,2,30,1.75
6431,2.0,2,120,3.6207
191296,2.0,2,90,2.75
110286,3.0,3,90,2.5517
2464,2.0,2,180,3.2258
3711,6.0,2,180,3.55
153905,4.0,2,60,2.6842
146818,3.0,2,20,1.25
5711,4.0,2,20,1.3182
144728,2.0,2,30,1.7143
262042,3.0,1,60,1.9375
243994,2.0,1,30,1.4
147568,4.0,2,60,1.913
329714,6.0,4,40,2
4769,2.0,2,120,2.7778
40234,5.0,2,45,1.8182
29140,2.0,2,5,1
5686,2.0,2,120,2.96
207010,2.0,1,40,2.3333
323707,2.0,2,45,2.1667
113,5.0,4,60,1.8889
286145,3.0,2,30,1.875
277131,5.0,2,45,1.75
250781,7.0,3,40,1.8571
262388,2.0,2,15,1.2727
252479,2.0,2,30,1.6
291511,1.0,1,20,1.5
173574,3.0,2,0,4.3333
154479,4.0,2,30,1.2432
261262,6.0,3,25,1.1
206471,4.0,3,40,2.2857
22465,2.0,2,5,1.6538
155042,2.0,2,45,2.1538
4368,2.0,2,240,3.1562
319107,2.0,2,30,2.5833
5635,2.0,2,360,3.0606
125315,4.0,2,10,1.0455
99459,4.0,2,30,1.15
220975,1.0,1,180,2.1429
204470,4.0,1,120,2.6
137406,4.0,2,60,2.25
181325,4.0,2,30,1
230430,2.0,1,60,3.8333
499,5.0,1,30,1
159209,6.0,2,20,1.2308
170146,3.0,2,45,1.9231
284665,6.0,2,60,1.5714
129348,2.0,2,240,3.4286
7218,3.0,2,210,4.25
278402,2.0,2,90,3.3125
300993,2.0,2,15,1.2857
165346,2.0,2,5,1.1795
245710,2.0,2,20,1.2273
4226,2.0,1,180,2.2593
145475,5.0,2,60,1.4118
252315,2.0,1,180,3.2857
286171,4.0,2,45,2
350184,2.0,1,90,2.8571
33088,2.0,2,15,1.2692
151275,4.0,2,60,2.2
67199,2.0,2,360,3.0769
270269,3.0,3,20,1
8017,4.0,1,30,2
287783,2.0,1,240,3.4286
112991,4.0,3,90,1.6667
248928,1.0,1,180,3.1429
16805,2.0,2,120,2.7742
204886,5.0,2,60,1.75
248188,2.0,2,120,3
161761,4.0,2,15,1
174219,4.0,2,20,1
232974,2.0,2,60,3.25
26156,4.0,2,20,1.3214
300329,4.0,2,15,1.3333
124047,4.0,2,60,1.6765
29678,4.0,2,180,2.5142
129382,4.0,2,45,2.7368
325853,4.0,2,20,1.1538
5306,2.0,2,20,1.1212
6508,2.0,2,30,2.2778
206169,4.0,2,20,1.2857
29379,2.0,2,300,2.8696
212551,2.0,2,15,1.2857
178655,2.0,2,600,2.75
226146,4.0,3,45,1.7143
298619,3.0,1,20,1.8571
39939,2.0,1,360,4.2083
2759,2.0,2,30,3.2727
172662,2.0,2,20,1.4762
40491,4.0,2,20,1.4
6607,5.0,3,90,1.7378
202490,4.0,2,60,1.625
209289,4.0,2,20,1.5
9804,2.0,2,180,3.1351
38805,2.0,2,360,2.6667
248878,2.0,2,30,1.6667
34701,4.0,2,30,1.3659
35964,5.0,2,40,1.6026
91666,4.0,1,45,1.1176
177877,8.0,3,45,1
10662,2.0,2,120,2.3824
38387,2.0,2,15,1.4
2254,2.0,1,45,2.175
16933,5.0,3,90,1.8344
40258,2.0,2,180,2.8333
341416,5.0,2,30,1
337961,2.0,1,90,2.6667
1835,4.0,2,30,1.8889
97683,4.0,3,40,3.1111
288828,2.0,2,20,1.25
187104,4.0,2,30,2.1905
120269,1.0,1,45,1.9
3226,2.0,1,60,1.871
9615,4.0,2,60,1.5405
15209,2.0,2,15,1.8571
303159,3.0,2,60,2.7273
126242,5.0,2,30,1.6471
144525,2.0,2,60,2.9615
38275,2.0,2,15,1.725
232403,4.0,2,40,2
292489,2.0,2,45,2.25
135215,2.0,2,30,1.9
230751,2.0,2,25,1.7143
261529,2.0,2,90,2.1333
36986,1.0,1,40,2.5283
156007,1.0,1,60,2.6316
293665,8.0,2,30,1.1111
260218,2.0,2,60,2
43365,4.0,3,100,2.6364
31449,4.0,2,45,2.0115
158837,6.0,3,45,2
89342,6.0,4,90,2.6957
41934,2.0,2,60,2.8077
160606,8.0,2,2160,2.7059
296985,4.0,1,60,1.75
227110,3.0,2,30,1.3333
170223,2.0,1,90,2.9412
193083,4.0,2,20,1.1111
1475,4.0,2,60,1.4931
180921,4.0,2,90,2
99573,2.0,2,240,3.7778
131493,3.0,2,15,1.2222
197455,4.0,2,20,1
326175,4.0,2,180,4.1739
145,5.0,2,90,2.2353
227693,3.0,2,10,1.125
65990,1.0,1,20,1.6364
295895,3.0,1,120,3.05
263360,2.0,2,15,1.2857
65334,2.0,2,5,1.4894
56995,2.0,2,30,2.375
4106,3.0,3,45,2.2917
311,6.0,2,360,3.4583
637,10.0,2,20,2.1364
6117,5.0,3,20,1.1786
166372,5.0,2,50,2.1282
223950,2.0,1,20,2.0833
1302,4.0,2,20,1.2243
7824,4.0,2,30,1.4697
17465,2.0,2,60,1.6081
1509,2.0,2,45,1.4615
25695,3.0,1,15,1.0882
19803,2.0,2,20,2.4483
56320,2.0,2,30,1.9091
276169,2.0,1,45,2.6923
35477,2.0,2,180,3.95
747,2.0,2,240,3.1515
294047,,2,180,2.3333
195981,4.0,2,30,1.7143
2072,2.0,2,300,3
318353,1.0,1,75,2.6364
427,5.0,2,60,1.5545
231309,4.0,2,30,3
1313,4.0,2,210,3.8571
301616,2.0,2,1920,3.5714
176,4.0,3,15,1.2743
1711,2.0,1,60,2.4211
61028,1.0,1,20,1.8158
104640,5.0,3,50,1.5
8192,3.0,2,90,2.7073
258466,4.0,2,60,2.2
34334,2.0,2,50,2.2222
193485,3.0,2,60,1.5385
10623,2.0,1,180,3.4211
210101,4.0,2,180,3.9375
145493,4.0,1,240,3.1429
163175,2.0,2,90,2.6875
350,5.0,4,30,1.6087
105024,1.0,1,60,2.4286
2324,1.0,1,120,2.9429
25605,4.0,3,60,2.3019
252163,3.0,1,20,1.4444
249106,3.0,2,45,3
17536,2.0,2,360,3.9655
193212,6.0,2,45,1.8095
194392,2.0,2,120,2.9
12131,4.0,4,30,2.2381
39332,2.0,2,30,1.3056
252576,2.0,2,60,2.3333
5504,5.0,2,360,3.4211
206266,4.0,2,150,1.9375
8284,2.0,2,180,3.4419
192906,2.0,2,60,2.6154
260201,4.0,2,75,2.5625
254936,4.0,2,120,2.6667
169146,4.0,2,75,2.7059
174192,2.0,2,30,1.375
126021,2.0,2,120,3.4167
1072,8.0,3,60,1.1765
233958,2.0,1,120,2.5455
232417,5.0,3,45,1.75
17922,4.0,2,30,1.4783
253470,2.0,2,20,1.4286
160012,6.0,3,20,1
319114,5.0,3,45,1.5
337389,5.0,4,20,1.2
168537,4.0,1,120,2.8
212487,4.0,2,60,2.7273
5699,2.0,2,720,2.5806
1098,6.0,2,90,1.8947
298690,3.0,1,600,2.5
99219,4.0,2,10,1.2821
170202,3.0,2,45,1.625
177014,2.0,2,90,3.6667
7138,4.0,2,300,4.1538
35438,3.0,2,60,1.9792
12055,4.0,2,120,4.2
4839,2.0,2,180,2.7353
21709,4.0,3,15,1.3871
142085,4.0,2,150,3.0769
254681,8.0,3,40,1.4
154895,4.0,1,180,3.4286
283718,2.0,1,90,1.9
8222,4.0,2,30,1.4409
258437,2.0,1,40,1.5
295931,2.0,2,240,2.8571
32129,2.0,2,20,1.4706
210,6.0,3,30,1.3
174400,2.0,2,25,3.3333
202443,3.0,2,50,1.6667
339302,4.0,1,20,1.5833
197269,2.0,2,70,2.5
17526,2.0,2,30,2.4615
225759,2.0,1,240,3.4
4862,6.0,4,60,1.1667
167292,4.0,2,15,1
228399,4.0,2,120,3
40235,4.0,3,45,2.0152
128011,5.0,2,150,3.16
258244,3.0,1,120,2.3455
246366,2.0,2,25,1.875
259394,1.0,1,60,3.0833
284306,4.0,1,90,2
166859,4.0,2,60,1.9375
288539,2.0,2,3000,4.1538
3692,2.0,1,60,3.6795
237174,1.0,1,40,2.7273
181867,4.0,2,25,1.4118
185378,2.0,2,20,2.3333
58329,4.0,2,30,1.7692
325414,4.0,2,60,1.5455
8798,2.0,2,90,2.3846
164655,1.0,1,240,2.7143
458,5.0,3,60,1.4902
53624,1.0,1,25,2.3448
337864,1.0,1,90,3
6226,2.0,2,90,2.9375
273284,3.0,2,45,1.875
174182,2.0,2,30,2.9167
244170,,1,130,1.2
158356,5.0,2,15,1.0714
105023,1.0,1,180,2.5833
359,5.0,3,30,1.2759
27940,3.0,2,15,1.069
2542,5.0,3,45,1.7463
67,2.0,2,120,2.5
145205,4.0,2,70,2.9524
33077,2.0,2,180,2.6667
275557,4.0,2,60,2
30483,4.0,3,45,1.9577
131261,3.0,2,120,2.1818
12899,2.0,2,360,3.8421
194298,2.0,1,90,1.3333
720,4.0,2,180,2.1714
23917,2.0,2,240,2.8333
313730,1.0,1,30,1.6429
284639,2.0,2,180,2
292907,5.0,3,30,1.3333
853,6.0,4,30,1.3
1702,4.0,2,20,1.3793
34871,4.0,2,90,3.0222
192296,4.0,1,90,2.9333
14860,2.0,2,30,2.1
265917,3.0,1,90,2.9091
286363,2.0,2,25,2.5
300323,3.0,2,360,3.6364
2611,4.0,2,180,3.6667
11705,2.0,2,30,1.7381
240822,4.0,2,20,1.3
40,4.0,2,120,2.7826
230898,2.0,2,30,2.25
133534,5.0,3,120,3.8125
259345,4.0,2,15,1.3333
4085,2.0,2,90,1.9388
5791,2.0,2,60,2.5667
114684,4.0,2,30,1.6364
12488,2.0,2,45,3
262520,2.0,2,45,1.8571
828,3.0,1,240,2.9615
258207,2.0,2,45,2.25
66798,3.0,2,25,1.4828
324150,2.0,2,20,1.8889
8066,2.0,2,120,2.5909
217471,2.0,2,60,3
256685,3.0,1,120,3.6667
4667,2.0,2,120,2.1778
30324,15.0,8,30,1.3871
299179,2.0,1,90,2.625
359609,2.0,1,120,3.75
292030,2.0,2,60,2
255658,3.0,1,40,1.25
96,2.0,2,60,1.8333
2860,,0,10,2.4
168700,3.0,2,20,1.2
17863,2.0,2,360,3.4167
199309,4.0,1,60,2.8571
36,2.0,2,300,4.4032
292900,3.0,1,120,3.1667
99130,1.0,1,45,2.64
258154,2.0,2,20,1.1818
162378,4.0,2,20,1.125
265684,6.0,4,40,1.3333
8957,2.0,2,60,3.3448
180179,3.0,1,20,1.3913
2665,5.0,1,180,3.0909
255639,4.0,2,20,1.7143
75828,4.0,2,45,2.3529
275032,2.0,1,30,1
121409,4.0,2,90,2.3235
315196,4.0,2,0,1.4
253679,4.0,2,60,2.3333
236370,2.0,2,60,2.5
228943,4.0,2,45,2.0556
156482,4.0,1,45,3.0667
282008,2.0,1,90,1.8333
2780,4.0,2,30,3.625
13347,4.0,2,45,2.1887
275463,4.0,2,60,2
29017,4.0,2,15,1.1765
344408,4.0,2,40,1.1667
2287,2.0,2,180,2.5769
40243,2.0,2,180,2.4583
144988,2.0,2,30,2
286109,2.0,2,20,1.375
147624,4.0,2,90,2.6875
227888,2.0,2,180,3.25
282227,2.0,2,120,3.125
1803,2.0,2,40,1.1765
181807,2.0,2,60,1.8182
1202,2.0,1,60,1.775
219430,4.0,2,30,1.5
17533,5.0,2,120,2.5294
68199,2.0,2,13,2.1
320879,4.0,3,90,2.7143
245444,3.0,2,60,2.381
138963,4.0,1,120,2.4615
181370,2.0,2,10,1.0833
27817,2.0,2,1200,3.2273
156786,4.0,1,60,2.0476
2613,1.0,1,60,1.8889
286667,4.0,2,30,1.8571
15167,4.0,2,30,1.5185
280566,3.0,2,60,2.4
165563,6.0,3,20,1.4
158982,4.0,2,90,2.2609
4244,2.0,1,360,4.3871
56128,2.0,2,30,1.5577
118337,4.0,2,75,2.8723
282707,3.0,1,90,3.1818
206448,2.0,2,40,1.8333
225317,2.0,2,90,2.95
240892,6.0,3,40,1.6667
194078,2.0,2,1710,3.875
103670,2.0,2,120,3.3889
218863,2.0,2,30,2.1
278824,3.0,1,15,1.6316
162114,5.0,3,20,1.25
221233,3.0,3,60,2
67823,3.0,2,10,1.0556
200280,4.0,2,120,3.2857
263177,2.0,2,240,4.5
195296,4.0,1,10,1
249233,4.0,1,30,1.6
203191,2.0,2,60,3.1111
86167,3.0,2,60,2.8571
135840,2.0,1,840,3.5333
331652,1.0,1,90,1
46422,4.0,3,60,2.5
174093,2.0,2,20,1.5385
64,5.0,3,180,2.5424
